symptoms_text,disease_id
"pain during intercourse, mild pelvic pain, persistent abnormal bleeding",31
"mild vomiting, mild leg cramps",9
"persistent red eyes, moderate joint pain, severe rash, severe fever",37
"mild blurred vision, mild cloudy vision, moderate night vision difficulty",44
"weight loss, mild fatigue, poor appetite, severe stunted growth",8
"pimples, mild oily skin, persistent skin inflammation",52
"mild acne, severe irregular periods, persistent weight gain",39
"blurred vision, severe slow wound healing, persistent fatigue, severe excessive thirst, moderate frequent urination",1
"swelling, severe stiffness, moderate joint pain, mild reduced mobility",21
"mild reduced mobility, persistent joint pain",21
"cough, persistent fever, persistent sore throat, severe chills, body pain",14
"moderate scaling, mild red patches, persistent dry skin, severe itchy skin",51
"severe fever, mild muscle pain, persistent headache",38
persistent fatigue,25
"vomiting, severe headache, fever, severe confusion",36
"severe post nasal drip, severe facial pain, headache",17
"moderate joint pain, severe fever, severe rash",37
"moderate heavy bleeding, persistent pelvic pain, moderate painful periods",43
"moderate severe headache, joint pain, moderate high fever",5
"persistent scaling, mild red patches, moderate itchy skin",51
"weakness, persistent bleeding gums, moderate tooth loss",34
"persistent vision loss, difficulty seeing, persistent blurred vision",11
"moderate eye discharge, mild red eyes, mild gritty sensation, severe itching",12
"persistent difficulty swallowing, severe oral pain",46
"persistent cough, severe sore throat, moderate fever",14
"persistent oily skin, pimples, mild blackheads",52
"moderate skin redness, severe scaly skin, severe ring shaped rash",19
"moderate headache, persistent dizziness",2
"moderate fatigue, persistent joint pain, persistent fever, severe skin rash",33
"moderate weight loss, moderate loss of appetite, mild persistent abdominal pain",47
"moderate cloudy vision, blurred vision, night vision difficulty",44
"jaundice, abdominal swelling, persistent itching",48
"moderate difficulty breathing, fatigue",15
"persistent oral pain, moderate mouth ulcers, difficulty swallowing",46
"moderate burning stomach pain, moderate nausea, severe indigestion",27
"severe dehydration, vomiting, persistent watery diarrhea",9
"severe fatigue, severe blurred vision, persistent excessive thirst, severe frequent urination, mild slow wound healing",1
"chills, fever, muscle pain",38
"pimples, persistent oily skin, severe blackheads",52
"severe stunted growth, persistent poor appetite, moderate fatigue",8
"moderate persistent abdominal pain, weight loss, moderate loss of appetite",47
"moderate weight gain, moderate upper abdominal pain, fatigue",20
"mild irregular periods, persistent excess hair growth, moderate acne",39
"severe irregular periods, persistent excess hair growth, severe weight gain",39
"mild loss of appetite, fever, severe diarrhea, severe abdominal pain, mild weakness",6
"moderate shortness of breath, chest pain, severe persistent cough",49
"severe itching, persistent hair loss, persistent scaly skin, severe circular rash",35
"moderate cloudy vision, severe blurred vision, moderate night vision difficulty",44
"severe skin inflammation, severe blackheads, moderate oily skin",52
"scaly skin, itching",19
"severe headache, mild muscle pain, severe joint pain, persistent high fever",4
"moderate acne, moderate irregular periods, mild excess hair growth",39
"mild tremors, persistent weight loss, persistent heat intolerance, severe palpitations",41
"pelvic pain, mild pain during intercourse, abnormal bleeding",31
"oral pain, persistent mouth ulcers",46
"mild pelvic pain, mild heavy bleeding",43
"moderate abdominal pain, moderate fatigue, persistent jaundice",23
"persistent joint pain, mild fatigue, mild fever",33
"moderate skin rash, moderate joint pain, bleeding gums",5
"weakness, mild pale skin, rapid heartbeat, mild fatigue",0
"mild rash, mild headache, joint pain, severe muscle pain, high fever",4
"moderate weight loss, chest pain, moderate persistent cough",49
"moderate itching, moderate scaly skin, mild skin redness",19
"moderate stunted growth, moderate fatigue, severe poor appetite",8
"weight loss, moderate tremors",41
"mild mouth ulcers, moderate oral pain, moderate difficulty swallowing",46
"severe weight gain, moderate upper abdominal pain, mild fatigue, mild liver discomfort",20
"moderate difficulty breathing, moderate fever, severe fatigue",15
"wheezing, shortness of breath, mild chronic cough",42
"persistent vision loss, severe difficulty seeing, persistent blurred vision",11
"persistent pain during intercourse, severe abnormal bleeding, severe pelvic pain",31
"mild fever, persistent productive cough, mild chest pain, moderate difficulty breathing, moderate fatigue",15
"abdominal swelling, moderate fatigue",25
"mild blurred vision, mild night vision difficulty, persistent cloudy vision",44
"liver discomfort, moderate fatigue",20
"moderate post nasal drip, persistent nasal congestion, moderate headache, mild facial pain",17
"moderate chronic cough, moderate chest pain, moderate weight loss, severe night sweats",3
"severe dry skin, persistent high body temperature, mild dizziness",22
"mild ring shaped rash, moderate skin redness, persistent scaly skin, mild itching",19
"moderate breast pain, moderate nipple discharge, breast lump",30
"persistent nipple discharge, moderate breast pain",30
"persistent severe dehydration, mild watery diarrhea",9
"severe coughing, moderate shortness of breath, severe wheezing",13
"mild frequent urination, severe pelvic pain",32
"wheezing, mild shortness of breath, chest tightness, coughing",13
"mild fatigue, persistent difficulty breathing, chest pain, moderate fever",15
"persistent weight loss, fatigue, moderate stunted growth, mild poor appetite",8
"mild weight loss, persistent shortness of breath, persistent persistent cough",49
"skin rash, moderate joint pain, moderate bleeding gums, severe headache, high fever",5
"severe eye discharge, moderate gritty sensation, severe red eyes",12
"persistent distorted vision, moderate vision loss, mild difficulty seeing",11
"severe tremors, severe slow movement",29
"moderate pain during intercourse, moderate pelvic pain, moderate abnormal bleeding",31
"mild fever, joint pain, severe skin rash",33
loss of appetite,47
"mild pimples, severe blackheads, persistent oily skin, mild skin inflammation",52
"mild scaly skin, persistent circular rash, severe hair loss",35
"moderate slow wound healing, excessive thirst, frequent urination, mild fatigue",1
"persistent blurred vision, vision loss",11
"excessive thirst, mild fatigue, severe blurred vision, severe slow wound healing, moderate frequent urination",1
"persistent pelvic pain, severe painful periods",43
"mild rash, moderate joint pain",4
"moderate joint pain, persistent red eyes, severe fever, moderate rash",37
"mild fatigue, fever, mild joint pain",33
"severe pain during intercourse, mild abnormal bleeding, moderate pelvic pain",31
"persistent fatigue, persistent poor appetite",8
"diarrhea, mild nausea",18
"severe night sweats, persistent weight loss, persistent frequent infections",45
"vomiting, severe diarrhea",18
severe dry skin,51
"mild nausea, mild vomiting, persistent diarrhea",18
"severe nausea, mild diarrhea",18
"persistent chest tightness, wheezing, severe coughing, mild shortness of breath",13
"persistent cough, chest pain, mild shortness of breath, weight loss",49
"dark urine, severe pale stools, severe fatigue, severe yellowing of skin",53
"moderate night vision difficulty, persistent cloudy vision, persistent blurred vision",44
"mild skin changes, moderate breast lump, moderate nipple discharge",30
"severe jaundice, severe abdominal swelling",48
"mild nausea, dehydration, abdominal cramps",7
"persistent high body temperature, persistent confusion, mild dizziness, severe dry skin",22
"severe nausea, severe stomach pain, severe bloating",28
"persistent vomiting, stomach cramps, mild diarrhea",18
"mild weight loss, severe itching, severe abdominal swelling",48
"severe severe headache, persistent skin rash, mild joint pain, mild high fever",5
"severe weight gain, liver discomfort, mild upper abdominal pain",20
"persistent post nasal drip, headache",17
"moderate tremors, moderate heat intolerance, weight loss, palpitations",41
"mild frequent urination, moderate burning urination, pelvic pain",32
"severe burning stomach pain, mild nausea",27
"moderate fever, severe vomiting, moderate headache, persistent confusion",36
"persistent pelvic pain, severe burning urination, severe frequent urination",32
"moderate frequent urination, blurred vision, severe fatigue, slow wound healing",1
"severe chest pain, moderate productive cough, mild difficulty breathing, persistent fatigue",15
"headache, severe muscle pain, moderate rash",4
"anal pain, moderate itching, bleeding during bowel movements",50
"mild weakness, severe abdominal pain, mild fever",6
"mild weakness, mild pale skin",0
"severe dehydration, severe leg cramps, severe vomiting, persistent watery diarrhea",9
"persistent bleeding gums, persistent joint pain, severe weakness",34
"persistent joint pain, persistent fever",33
"memory loss, persistent confusion",26
"persistent scaling, persistent red patches, moderate itchy skin",51
"persistent shortness of breath, fatigue, moderate chronic cough",42
"moderate watery diarrhea, leg cramps, moderate severe dehydration, mild vomiting",9
"mild dry skin, persistent itchy skin, severe red patches",51
"severe difficulty swallowing, persistent oral pain, mouth ulcers",46
"mild leg cramps, moderate watery diarrhea",9
"moderate productive cough, persistent fever, persistent fatigue, persistent chest pain, difficulty breathing",15
"persistent dizziness, persistent high body temperature, severe dry skin",22
